stn;time;gre000m0;prestam0;sre000m0;hto000m0;nto000m0;ure200m0;rre150m0;tre200m0;tre200mn;tre200mx
SIA;189307;-;819.0;-;-;62;75.8;113.8;11.3;0.7;22.4
SIA;189308;-;822.7;-;-;35;69.8;18.1;11.5;-0.1;22.4
SIA;189309;-;818.6;-;-;61;81.2;108.4;7.7;-1.0;19.4
SIA;189310;-;819.3;-;-;44;78.9;91.9;5.0;-4.4;16.0
SIA;189311;-;812.1;-;-;55;84.5;43.6;-3.1;-13.9;10.0
SIA;189312;-;817.1;-;-;31;80.0;83.3;-6.9;-21.5;2.6
SIA;189401;-;814.2;-;-;39;85.1;53.1;-9.1;-21.5;3.0
SIA;189402;-;817.3;-;-;35;74.4;19.2;-6.2;-21.3;11.0
SIA;189403;-;813.9;-;-;32;75.7;31.8;-3.6;-15.5;7.6
SIA;189404;-;813.8;-;-;50;78.2;68.1;2.3;-8.0;14.0
SIA;189405;-;813.8;-;-;63;79.1;85.8;5.2;-4.6;18.0
SIA;189406;-;819.7;-;-;56;73.8;55.3;9.0;-0.5;21.5
SIA;189407;-;821.0;-;-;47;76.0;134.3;12.0;1.5;27.4
SIA;189408;-;821.6;-;-;43;76.0;108.0;10.3;0.5;24.1
SIA;189409;-;819.2;-;-;60;83.5;142.7;6.4;-2.5;17.6
SIA;189410;-;815.6;-;-;54;82.8;84.9;2.7;-8.0;12.1
SIA;189411;-;818.8;-;-;37;79.8;46.2;-0.8;-11.3;9.7
SIA;189412;-;813.9;-;-;30;76.3;8.4;-7.4;-16.8;3.6
SIA;189501;-;800.8;-;-;52;87.3;179.8;-11.5;-26.5;0.6
SIA;189502;-;805.1;-;-;36;82.0;13.7;-11.5;-24.8;2.5
SIA;189503;-;807.9;-;-;48;79.4;31.3;-4.4;-24.0;9.4
SIA;189504;-;813.4;-;-;56;78.0;45.5;2.2;-10.4;13.3
SIA;189505;-;817.3;-;-;63;76.6;79.5;5.1;-5.3;15.3
SIA;189506;-;820.1;-;-;70;77.5;93.4;9.1;-1.3;19.5
SIA;189507;-;820.8;-;-;-;77.4;104.8;12.2;0.8;21.2
SIA;189508;-;822.0;-;-;39;78.8;102.8;10.0;-0.4;21.8
SIA;189509;-;825.8;-;-;24;77.9;14.2;9.8;-1.8;23.3
SIA;189510;-;814.0;-;-;58;82.3;89.9;2.6;-10.1;15.8
SIA;189511;-;819.2;-;-;57;83.5;88.7;0.6;-13.0;9.9
SIA;189512;-;809.2;-;-;61;81.9;48.1;-5.2;-15.5;8.0
SIA;189601;-;819.3;-;-;23;77.0;21.9;-7.8;-19.7;3.8
SIA;189602;-;820.0;-;-;36;75.6;17.9;-5.2;-15.4;4.6
SIA;189603;-;812.4;-;-;62;80.8;48.7;-1.1;-14.9;9.8
SIA;189604;-;814.7;-;-;51;75.5;52.1;-0.8;-11.8;11.6
SIA;189605;-;815.4;-;-;54;71.2;41.5;4.5;-3.6;17.5
SIA;189606;-;818.5;-;-;67;76.5;97.7;9.3;-0.1;20.0
SIA;189607;-;821.1;-;-;59;76.2;200.3;11.6;2.0;22.6
SIA;189608;-;818.3;-;-;73;83.4;195.6;8.0;-1.7;19.0
SIA;189609;-;817.7;-;-;58;83.7;161.7;6.6;-3.2;18.4
SIA;189610;-;814.0;-;-;70;87.2;335.3;2.1;-11.7;13.0
SIA;189611;-;813.3;-;-;50;84.3;83.8;-4.4;-16.5;5.3
SIA;189612;-;811.1;-;-;61;85.0;116.5;-6.4;-19.7;3.0
SIA;189701;-;807.7;-;-;63;86.8;61.2;-7.6;-23.5;4.5
SIA;189702;-;819.2;-;-;53;74.1;20.4;-3.0;-19.0;10.0
SIA;189703;-;811.7;-;-;60;78.7;74.3;-1.2;-17.1;14.0
SIA;189704;-;812.5;-;-;59;77.1;51.8;1.4;-11.7;12.6
SIA;189705;-;812.6;-;-;57;76.5;87.5;4.3;-7.0;19.0
SIA;189706;-;821.2;-;-;45;72.5;73.5;10.8;-1.0;24.4
SIA;189707;-;820.3;-;-;55;73.6;99.3;11.9;2.5;24.4
SIA;189708;-;820.6;-;-;54;81.0;124.6;10.9;1.3;21.0
SIA;189709;-;819.6;-;-;57;81.0;213.2;6.5;-6.3;17.8
SIA;189710;-;820.6;-;-;41;76.9;14.8;2.2;-6.1;15.0
SIA;189711;-;822.8;-;-;28;75.2;9.0;-1.0;-13.0;10.5
SIA;189712;-;817.5;-;-;40;79.0;65.3;-6.2;-17.5;3.2
SIA;189801;-;825.1;-;-;30;76.0;21.5;-4.9;-13.9;7.8
SIA;189802;-;810.9;-;-;62;81.5;66.1;-6.0;-20.0;8.5
SIA;189803;-;807.3;-;-;64;83.8;184.7;-2.9;-16.7;10.5
SIA;189804;-;813.6;-;-;66;78.3;114.7;1.6;-10.6;13.6
SIA;189805;-;814.0;-;-;68;76.6;188.9;4.6;-5.4;15.0
SIA;189806;-;818.6;-;-;67;77.7;190.7;8.3;-2.6;20.0
SIA;189807;-;820.7;-;-;45;71.1;57.1;10.4;0.4;22.2
SIA;189808;-;823.8;-;-;43;75.5;80.2;11.8;-0.4;24.5
SIA;189809;-;823.0;-;-;30;77.3;4.5;8.8;-1.0;23.4
SIA;189810;-;816.5;-;-;62;86.6;128.2;4.3;-3.4;13.7
SIA;189811;-;815.6;-;-;66;91.6;223.6;0.6;-6.0;8.5
SIA;189812;-;820.7;-;-;30;86.0;10.7;-6.4;-16.6;5.4
SIA;189901;-;-;-;-;65;-;111.1;-5.0;-16.6;6.6
SIA;189902;-;816.0;-;-;27;67.4;10.5;-5.9;-22.7;6.6
SIA;189903;-;815.4;-;-;41;67.1;22.3;-3.6;-22.0;11.6
SIA;189904;-;813.0;-;-;64;68.8;126.3;0.4;-12.5;13.2
SIA;189905;-;816.8;-;-;59;67.5;82.9;4.7;-5.5;16.9
SIA;189906;-;818.6;-;-;50;66.9;54.9;9.2;-1.0;20.3
SIA;189907;-;822.4;-;-;55;71.0;71.7;11.1;0.4;23.1
SIA;189908;-;822.9;-;-;41;72.0;51.0;11.2;1.2;21.0
SIA;189909;-;817.9;-;-;64;78.1;112.3;6.8;-12.6;21.4
SIA;189910;-;822.1;-;-;42;75.3;10.3;4.1;-4.0;14.4
SIA;189911;-;823.4;-;-;29;64.8;2.4;-0.1;-9.4;10.3
SIA;189912;-;810.5;-;-;55;78.4;70.8;-6.9;-22.0;7.6
SIA;190001;-;811.1;-;-;63;73.0;95.1;-5.9;-20.6;10.5
SIA;190002;-;807.1;-;-;66;78.2;70.0;-4.6;-20.5;9.6
SIA;190003;-;808.3;-;-;53;69.8;60.5;-6.8;-20.0;8.4
SIA;190004;-;814.0;-;-;52;67.5;22.3;-0.6;-19.6;15.1
SIA;190005;-;814.4;-;-;66;74.2;111.1;5.2;-2.5;15.9
SIA;190006;-;819.4;-;-;61;71.3;68.9;10.1;-0.4;18.7
SIA;190007;-;822.3;-;-;50;73.2;118.7;12.1;1.3;25.4
SIA;190008;-;820.4;-;-;56;80.0;222.5;9.5;1.0;19.2
SIA;190009;-;824.6;-;-;53;80.2;63.2;8.7;-0.4;18.6
SIA;190010;-;819.9;-;-;47;75.9;30.0;3.7;-7.0;15.9
SIA;190011;-;811.2;-;-;73;83.2;114.3;-1.7;-12.2;8.6
SIA;190012;-;818.3;-;-;38;65.6;10.5;-4.2;-12.5;8.4
SIA;190101;-;816.2;-;-;33;67.9;12.6;-8.9;-23.0;4.4
SIA;190102;-;809.1;-;-;34;69.3;51.9;-12.9;-30.2;0.2
SIA;190103;-;806.6;-;-;71;76.5;189.9;-5.5;-23.1;6.4
SIA;190104;-;815.1;-;-;63;73.1;120.1;0.7;-13.8;14.1
SIA;190105;-;817.4;-;-;58;71.6;82.3;4.7;-7.8;20.0
SIA;190106;-;820.3;-;-;53;70.7;168.1;9.9;-1.0;21.0
SIA;190107;-;820.5;-;-;61;74.2;173.8;10.7;2.5;20.9
SIA;190108;-;821.5;-;-;47;75.9;108.4;10.4;-0.5;21.0
SIA;190109;-;817.8;-;-;69;86.1;102.9;7.7;-1.0;17.8
SIA;190110;-;816.0;-;-;55;80.4;112.5;2.4;-6.4;12.4
SIA;190111;-;816.7;-;-;31;69.6;52.1;-2.9;-14.5;7.2
SIA;190112;-;808.4;-;-;57;77.4;124.0;-5.5;-20.8;5.7
SIA;190201;-;818.6;-;-;40;68.8;41.4;-6.7;-17.6;6.0
SIA;190202;-;808.5;-;-;70;81.8;92.7;-5.6;-19.0;6.1
SIA;190203;-;812.0;-;-;51;69.1;143.0;-4.2;-18.5;9.7
SIA;190204;-;814.4;-;-;63;76.4;42.3;2.4;-10.2;12.9
SIA;190205;-;813.7;-;-;65;67.2;56.5;1.9;-8.7;14.8
SIA;190206;-;817.3;-;-;64;74.2;106.5;7.5;-2.3;19.4
SIA;190207;-;821.9;-;-;42;70.4;129.3;11.5;0.8;24.6
SIA;190208;-;820.7;-;-;49;78.4;118.3;10.0;0.9;20.1
SIA;190209;-;820.9;-;-;49;82.9;106.1;7.3;-1.3;20.5
SIA;190210;-;816.7;-;-;57;81.9;100.6;2.0;-6.0;11.4
SIA;190211;-;814.7;-;-;46;78.1;44.0;-2.9;-12.6;7.5
SIA;190212;-;814.8;-;-;47;72.0;91.8;-5.9;-16.8;7.7
SIA;190301;-;818.4;-;-;33;73.1;61.7;-9.4;-23.1;6.9
SIA;190302;-;823.0;-;-;33;66.0;28.5;-4.8;-18.3;9.3
SIA;190303;-;816.9;-;-;38;68.4;34.3;-3.0;-15.6;10.1
SIA;190304;-;808.5;-;-;64;67.5;113.2;-2.3;-14.9;9.2
SIA;190305;-;815.6;-;-;53;71.1;124.0;4.3;-7.3;16.0
SIA;190306;-;815.2;-;-;63;78.3;77.2;8.0;-0.1;25.6
SIA;190307;-;819.9;-;-;63;76.8;134.5;9.9;0.5;23.8
SIA;190308;-;821.8;-;-;42;77.2;129.9;10.7;1.3;21.8
SIA;190309;-;821.8;-;-;44;82.8;53.6;7.2;-1.6;20.2
SIA;190310;-;816.4;-;-;55;79.9;151.2;3.0;-8.9;15.8
SIA;190311;-;815.1;-;-;51;76.0;78.2;-2.7;-12.3;6.6
SIA;190312;-;809.0;-;-;56;80.7;71.8;-7.5;-15.5;0.9
SIA;190401;-;815.6;-;-;42;76.2;27.9;-8.6;-18.0;1.4
SIA;190402;-;805.9;-;-;62;75.8;152.5;-6.4;-21.0;6.4
SIA;190403;-;811.3;-;-;56;76.6;158.5;-3.9;-15.5;8.4
SIA;190404;-;816.1;-;-;58;71.7;49.2;2.0;-11.6;13.6
SIA;190405;-;819.5;-;-;46;73.9;98.1;6.6;-5.6;19.0
SIA;190406;-;820.4;-;-;54;78.8;113.6;10.4;0.9;20.1
SIA;190407;-;823.3;-;-;-;75.9;61.9;12.4;1.9;23.7
SIA;190408;-;822.3;-;-;44;80.4;51.0;11.2;-1.7;22.9
SIA;190409;-;818.8;-;-;67;87.1;105.9;5.7;-3.0;16.0
SIA;190410;-;818.3;-;-;45;81.5;22.5;3.1;-5.5;15.1
SIA;190411;-;815.2;-;-;28;75.7;57.4;-3.5;-20.5;12.4
SIA;190412;-;814.5;-;-;39;85.9;75.9;-6.6;-16.5;4.5
SIA;190501;-;817.7;-;-;42;75.6;33.5;-10.3;-25.4;3.0
SIA;190502;-;815.4;-;-;46;71.5;29.9;-7.5;-20.4;3.6
SIA;190503;-;811.6;-;-;51;74.5;48.9;-3.5;-18.0;10.7
SIA;190504;-;811.2;-;-;52;69.2;51.2;0.6;-11.2;10.0
SIA;190505;-;816.3;-;-;63;74.7;185.8;4.4;-2.8;16.0
SIA;190506;-;818.1;-;-;57;72.2;68.2;9.8;1.4;18.6
SIA;190507;-;822.8;-;-;44;66.7;141.5;13.0;1.4;24.4
SIA;190508;-;820.4;-;-;55;79.0;260.6;9.9;-0.1;19.0
SIA;190509;-;819.2;-;-;-;83.8;118.5;7.9;0.6;16.0
SIA;190510;-;812.7;-;-;53;70.9;19.1;-1.9;-11.1;9.5
SIA;190511;-;809.2;-;-;67;83.9;122.2;-3.6;-13.5;8.5
SIA;190512;-;820.4;-;-;23;78.4;12.8;-6.9;-18.1;4.5
SIA;190601;-;816.3;-;-;34;73.2;17.8;-9.0;-24.0;2.3
SIA;190602;-;806.6;-;-;54;76.8;75.2;-8.9;-21.2;3.1
SIA;190603;-;811.1;-;-;46;69.0;59.1;-4.7;-17.8;7.8
SIA;190604;-;815.5;-;-;63;75.7;95.4;-0.2;-12.5;9.5
SIA;190605;-;814.3;-;-;56;70.8;67.6;5.8;-7.6;20.2
SIA;190606;-;819.1;-;-;53;65.2;48.5;9.2;-1.3;20.5
SIA;190607;-;820.9;-;-;60;72.5;98.3;11.8;0.5;21.0
SIA;190608;-;822.9;-;-;35;63.7;46.7;12.0;1.5;22.0
SIA;190609;-;821.9;-;-;-;72.5;38.5;6.7;-4.2;20.0
SIA;190610;-;818.4;-;-;52;85.6;44.4;4.3;-3.0;15.3
SIA;190611;-;816.4;-;-;48;83.6;257.1;-2.1;-13.3;5.3
SIA;190612;-;808.2;-;-;57;75.8;27.6;-9.3;-23.0;6.5
SIA;190701;-;818.0;-;-;53;75.3;28.8;-7.2;-20.3;2.7
SIA;190702;-;809.6;-;-;44;76.4;17.4;-8.3;-21.2;4.6
SIA;190703;-;816.3;-;-;42;71.4;36.4;-5.0;-18.5;8.8
SIA;190704;-;806.9;-;-;63;71.7;74.2;-0.1;-12.0;10.4
SIA;190705;-;817.2;-;-;55;70.9;85.5;6.3;-14.0;18.0
SIA;190706;-;-;-;-;57;70.2;124.7;9.8;-1.7;18.0
SIA;190707;-;819.8;-;-;50;67.0;84.3;9.9;0.5;19.5
SIA;190708;-;822.8;-;-;41;71.8;79.6;11.8;0.3;22.2
SIA;190709;-;823.0;-;-;-;77.1;28.4;8.8;1.0;17.4
SIA;190710;-;815.4;-;-;72;90.6;239.0;4.3;-2.7;10.0
SIA;190711;-;817.3;-;-;47;83.0;32.0;-1.5;-12.5;7.4
SIA;190712;-;812.2;-;-;54;84.3;77.3;-5.7;-17.5;8.1
SIA;190801;-;817.4;-;-;20;77.2;1.1;-8.4;-22.1;7.0
SIA;190802;-;813.3;-;-;44;71.1;50.8;-6.5;-19.2;5.0
SIA;190803;-;810.4;-;-;54;76.8;55.1;-5.8;-18.4;6.3
SIA;190804;-;809.1;-;-;70;73.4;81.6;-1.3;-14.1;7.5
SIA;190805;-;820.7;-;-;58;74.2;131.8;7.2;-4.5;18.5
SIA;190806;-;820.8;-;-;49;69.8;121.0;10.5;1.0;20.5
SIA;190807;-;820.2;-;-;54;71.4;166.3;10.7;1.0;19.8
SIA;190808;-;819.5;-;-;51;72.8;172.5;9.9;1.2;19.5
SIA;190809;-;821.5;-;-;50;79.5;74.0;6.7;-4.2;16.4
SIA;190810;-;822.3;-;-;36;82.6;48.2;3.6;-6.7;15.4
SIA;190811;-;816.7;-;-;43;81.4;20.7;-3.4;-12.5;8.7
SIA;190812;-;812.9;-;-;38;83.4;34.6;-7.4;-15.8;2.8
SIA;190901;-;815.5;-;-;32;75.2;8.8;-9.5;-20.4;4.0
SIA;190902;-;809.8;-;-;50;71.4;42.8;-8.2;-24.3;6.0
SIA;190903;-;803.5;-;-;63;76.7;53.9;-5.8;-23.6;6.0
SIA;190904;-;816.4;-;-;42;70.1;47.1;1.8;-14.6;11.5
SIA;190905;-;817.9;-;-;59;70.5;45.2;5.3;-8.4;18.5
SIA;190906;-;816.6;-;-;76;79.4;145.1;7.4;-1.0;16.3
SIA;190907;-;818.7;-;-;57;71.4;86.8;10.0;0.5;21.8
SIA;190908;-;820.4;-;-;55;74.2;139.3;10.6;1.9;20.5
SIA;190909;-;818.4;-;-;65;82.8;65.6;6.5;0.0;16.1
SIA;190910;-;818.3;-;-;58;83.2;126.6;3.6;-6.8;13.5
SIA;190911;-;811.1;-;-;39;73.5;46.3;-4.3;-15.2;6.5
SIA;190912;-;809.7;-;-;65;82.9;117.3;-4.4;-14.8;4.5
SIA;191001;-;811.7;-;-;44;73.1;108.5;-6.9;-21.0;2.6
SIA;191002;-;810.2;-;-;56;77.2;73.5;-6.8;-20.5;6.8
SIA;191003;-;816.8;-;-;42;73.0;43.7;-4.0;-17.6;10.1
SIA;191004;-;811.6;-;-;69;75.0;98.9;0.2;-10.1;9.0
SIA;191005;-;812.2;-;-;68;70.6;92.7;3.6;-11.6;14.4
SIA;191006;-;817.0;-;-;60;76.3;133.9;9.2;0.1;18.0
SIA;191007;-;817.6;-;-;61;75.2;112.5;9.2;0.0;19.5
SIA;191008;-;820.1;-;-;56;80.3;102.5;10.0;0.4;20.8
SIA;191009;-;-;-;-;60;75.3;28.4;5.6;-2.5;12.6
SIA;191010;-;819.4;-;-;54;88.3;74.0;3.3;-5.4;14.0
SIA;191011;-;808.0;-;-;69;79.3;76.4;-4.7;-15.8;4.9
SIA;191012;-;812.0;-;-;65;84.7;108.4;-4.3;-15.0;3.5
SIA;191101;-;817.7;-;-;26;71.4;4.0;-9.5;-18.2;2.5
SIA;191102;-;817.6;-;-;34;70.2;39.1;-7.5;-20.8;5.5
SIA;191103;-;810.7;-;-;62;77.5;93.0;-4.0;-17.5;8.5
SIA;191104;-;813.2;-;-;42;73.7;47.5;-0.8;-15.3;10.7
SIA;191105;-;-;-;-;-;-;49.0;6.0;-;-
SIA;191106;-;-;-;-;-;-;150.0;8.6;-;-
SIA;191107;-;824.6;-;-;36;70.1;59.7;12.8;2.6;21.6
SIA;191108;-;822.6;-;-;44;68.2;141.8;13.3;3.4;22.1
SIA;191109;-;-;-;-;46;73.4;96.8;8.6;-;20.5
SIA;191110;-;818.5;-;-;54;87.7;213.8;1.8;-10.0;12.1
SIA;191111;-;814.4;-;-;50;86.1;152.5;-2.4;-11.0;6.5
SIA;191112;-;815.1;-;-;57;82.3;147.2;-5.2;-14.0;3.0
SIA;191201;-;813.3;-;-;61;83.6;68.6;-5.9;-22.0;7.2
SIA;191202;-;811.8;-;-;54;78.9;27.5;-4.5;-24.2;5.7
SIA;191203;-;813.5;-;-;60;78.1;150.3;-2.5;-16.0;8.8
SIA;191204;-;-;-;-;62;73.6;25.1;-0.8;-15.6;9.0
SIA;191205;-;817.2;-;-;62;74.2;40.3;5.6;-2.5;18.3
SIA;191206;-;817.9;-;-;61;77.5;94.5;8.6;-3.5;19.5
SIA;191207;-;819.4;-;-;59;78.4;138.6;11.0;1.0;19.3
SIA;191208;-;817.4;-;-;64;82.9;161.6;8.1;-0.6;16.0
SIA;191209;-;817.8;-;-;57;74.1;8.6;3.8;-5.0;14.5
SIA;191210;-;816.9;-;-;56;84.7;125.9;1.5;-9.0;12.8
SIA;191211;-;813.3;-;-;-;75.3;93.5;-5.8;-17.2;16.0
SIA;191212;-;819.6;-;-;34;79.4;19.0;-5.6;-15.0;7.9
SIA;191301;-;-;-;-;-;-;37.7;-6.5;-;-
SIA;191302;-;-;-;-;-;-;14.4;-7.8;-;-
SIA;191303;-;-;-;-;-;-;113.9;-1.5;-;-
SIA;191304;-;-;-;-;-;-;85.2;0.0;-;-
SIA;191305;-;-;-;-;-;-;61.0;4.9;-;-
SIA;191306;-;-;-;-;-;-;87.0;8.6;-;-
SIA;191307;-;-;-;-;-;-;87.8;8.2;-;-
SIA;191308;-;-;-;-;-;-;92.7;9.2;-;-
SIA;191309;-;-;-;-;-;-;102.8;6.6;-;-
SIA;191310;-;-;-;-;-;-;115.6;4.0;-;-
SIA;191311;-;-;-;-;-;-;112.7;0.0;-;-
SIA;191312;-;-;-;-;-;-;27.3;-5.4;-;-
SIA;191401;-;-;-;-;-;-;46.4;-10.0;-;-
SIA;191402;-;815.4;-;-;44;85.5;91.0;-4.8;-14.5;6.0
SIA;191403;-;809.4;-;-;64;78.5;113.0;-2.7;-17.0;9.0
SIA;191404;-;818.9;-;-;51;78.1;66.7;1.6;-9.6;12.4
SIA;191405;-;816.8;-;-;68;80.2;114.3;4.7;-3.6;16.3
SIA;191406;-;817.3;-;-;59;79.7;57.3;8.0;-2.9;20.7
SIA;191407;-;817.8;-;-;61;79.3;149.5;10.0;0.4;20.2
SIA;191408;-;822.0;-;-;49;85.8;136.7;10.5;1.1;19.8
SIA;191409;-;820.5;-;-;50;-;23.7;7.2;-;-
SIA;191410;-;815.9;-;-;52;81.8;128.4;1.9;-5.1;-
SIA;191411;-;812.7;-;-;47;77.8;16.2;-4.0;-18.0;-
SIA;191412;-;812.7;-;-;61;80.4;47.0;-5.3;-21.0;-
SIA;191501;-;802.7;-;-;62;75.5;89.3;-8.6;-23.5;-
SIA;191502;-;807.5;-;-;59;75.7;147.8;-8.0;-;-
SIA;191503;-;809.6;-;-;50;75.3;56.8;-3.8;-18.0;-
SIA;191504;-;813.6;-;-;54;74.8;42.4;-0.8;-;-
SIA;191505;-;817.0;-;-;64;81.1;86.4;7.0;-;-
SIA;191506;-;819.4;-;-;67;78.1;57.4;10.5;-;-
SIA;191507;-;-;-;-;56;74.1;149.8;11.2;-;-
SIA;191508;-;820.0;-;-;44;71.5;49.8;10.0;-;-
SIA;191509;-;818.4;-;-;60;83.2;132.8;5.9;-;-
SIA;191510;-;814.3;-;-;55;81.0;14.6;0.6;-;-
SIA;191511;-;811.1;-;-;54;77.2;50.4;-5.5;-20.0;-
SIA;191512;-;812.9;-;-;75;86.8;107.7;-3.3;-18.0;-
SIA;191601;-;821.1;-;-;37;67.3;23.0;-5.1;-13.3;-
SIA;191602;-;810.2;-;-;64;79.9;149.4;-6.5;-20.8;-
SIA;191603;-;805.1;-;-;78;83.0;214.2;-2.3;-12.5;-
SIA;191604;-;812.0;-;-;55;73.0;56.8;0.2;-11.2;-
SIA;191605;-;817.1;-;-;60;75.0;95.0;5.3;-4.2;-
SIA;191606;-;816.5;-;-;63;75.5;182.9;7.3;-1.1;-
SIA;191607;-;819.9;-;-;62;72.7;84.1;10.7;2.0;-
SIA;191608;-;819.7;-;-;52;72.3;127.2;10.5;1.0;-
SIA;191609;-;817.1;-;-;64;83.3;104.4;5.5;-2.1;-
SIA;191610;-;819.1;-;-;49;78.7;73.3;2.0;-7.3;-
SIA;191611;-;813.4;-;-;58;85.8;184.6;-3.5;-16.3;-
SIA;191612;-;807.2;-;-;67;86.2;183.0;-5.3;-16.7;-
SIA;191701;-;804.4;-;-;52;77.2;75.9;-9.6;-24.0;-
SIA;191702;-;812.7;-;-;30;72.6;9.0;-9.7;-24.5;-
SIA;191703;-;806.6;-;-;56;73.3;107.5;-5.7;-19.0;-
SIA;191704;-;810.3;-;-;71;73.7;106.9;-2.4;-14.7;-
SIA;191705;-;819.3;-;-;61;78.5;124.2;5.7;-2.5;-
SIA;191706;-;823.0;-;-;48;75.0;69.3;10.5;2.0;-
SIA;191707;-;822.1;-;-;51;71.3;132.6;11.2;1.3;-
SIA;191708;-;819.3;-;-;54;79.5;181.4;10.0;1.0;-
SIA;191709;-;824.5;-;-;36;77.4;30.4;8.8;0.7;-
SIA;191710;-;814.2;-;-;59;81.3;244.6;0.2;-10.0;-
SIA;191711;-;818.1;-;-;37;72.9;29.4;-3.9;-12.5;-
SIA;191712;-;813.3;-;-;53;74.3;32.3;-9.8;-;-
SIA;191801;-;818.5;-;-;41;76.6;23.8;-7.8;-;-
SIA;191802;-;821.7;-;-;25;65.3;13.3;-7.1;-20.6;-
SIA;191803;-;814.4;-;-;48;74.8;111.3;-4.4;-16.5;-
SIA;191804;-;810.4;-;-;87;82.8;54.4;0.8;-13.4;-
SIA;191805;-;818.2;-;-;53;71.5;22.6;5.9;-4.6;-
SIA;191806;-;818.3;-;-;62;69.3;116.1;7.2;-5.5;-
SIA;191807;-;820.7;-;-;48;72.4;61.5;10.5;0.5;-
SIA;191808;-;821.7;-;-;45;74.7;55.0;10.0;-2.6;-
SIA;191809;-;819.1;-;-;56;84.4;232.7;7.9;-2.3;-
SIA;191810;-;816.2;-;-;62;80.1;102.5;1.4;-7.5;-
SIA;191811;-;816.6;-;-;46;82.1;28.7;-3.3;-14.0;-
SIA;191812;-;814.5;-;-;53;79.3;69.3;-4.3;-18.2;-
SIA;191901;-;808.9;-;-;52;80.8;141.0;-8.8;-22.0;-
SIA;191902;-;807.0;-;-;51;76.4;27.7;-8.3;-25.5;-
SIA;191903;-;809.8;-;-;-;73.0;100.8;-4.3;-19.7;-
SIA;191904;-;810.6;-;-;67;72.9;160.5;-1.3;-19.5;-
SIA;191905;-;817.8;-;-;46;64.9;5.4;3.3;-14.6;-
SIA;191906;-;821.5;-;-;53;64.5;38.7;9.7;-1.6;-
SIA;191907;-;818.4;-;-;66;72.1;130.7;8.5;-1.0;-
SIA;191908;-;822.5;-;-;42;68.0;50.6;12.1;-1.5;-
SIA;191909;-;822.0;-;-;41;80.7;97.1;7.9;-4.0;-
SIA;191910;-;816.3;-;-;54;77.3;50.6;-1.2;-16.2;-
SIA;191911;-;808.2;-;-;72;82.6;123.4;-5.5;-19.5;-
SIA;191912;-;812.1;-;-;54;76.8;70.5;-7.4;-21.8;-
SIA;192001;-;814.6;-;-;55;75.0;111.8;-4.9;-17.0;-
SIA;192002;-;822.2;-;-;29;68.7;10.0;-5.9;-18.0;-
SIA;192003;-;815.7;-;-;49;75.6;155.0;-2.3;-18.2;-
SIA;192004;-;815.3;-;-;69;77.1;168.3;0.7;-12.0;-
SIA;192005;-;821.7;-;-;58;74.5;126.9;7.4;-7.5;-
SIA;192006;-;816.7;-;-;62;71.5;67.9;9.2;-2.2;-
SIA;192007;-;821.4;-;-;51;75.4;152.9;10.9;0.4;-
SIA;192008;-;820.1;-;-;57;75.7;79.5;9.7;0.2;-
SIA;192009;-;820.6;-;-;70;81.0;191.0;7.8;-0.4;-
SIA;192010;-;816.8;-;-;69;90.4;22.6;3.7;-9.0;-
SIA;192011;-;819.5;-;-;42;79.1;13.8;-2.4;-13.5;-
SIA;192012;-;813.5;-;-;54;81.8;45.9;-6.1;-15.0;-
SIA;192101;-;-;-;-;54;73.6;76.6;-4.8;-;-
SIA;192102;-;816.7;-;-;32;68.3;10.5;-7.6;-19.0;-
SIA;192103;-;818.7;-;-;39;72.4;34.8;-3.3;-14.2;-
SIA;192104;-;812.3;-;-;59;71.2;79.2;-0.6;-9.8;-
SIA;192105;-;816.5;-;-;64;-;72.0;6.9;-8.7;-
SIA;192106;-;819.3;-;-;56;65.1;54.7;9.3;-4.4;-
SIA;192107;-;822.6;-;-;49;66.0;39.8;13.2;1.7;-
SIA;192108;-;819.7;-;-;55;75.0;67.8;10.9;0.2;-
SIA;192109;-;823.2;-;-;47;80.4;23.5;9.1;-3.5;-
SIA;192110;-;823.6;-;-;29;72.4;8.3;4.9;-8.7;-
SIA;192111;-;814.9;-;-;39;71.2;37.9;-4.5;-15.3;-
SIA;192112;-;816.3;-;-;45;70.3;5.3;-4.9;-17.5;-
SIA;192201;-;807.7;-;-;65;75.8;130.3;-9.1;-24.3;-
SIA;192202;-;813.3;-;-;47;69.3;22.9;-6.2;-25.0;-
SIA;192203;-;-;-;-;64;75.8;197.2;-2.4;-19.8;-
SIA;192204;-;808.4;-;-;74;72.2;95.3;-0.8;-16.0;-
SIA;192205;-;822.1;-;-;43;63.6;42.0;6.3;-11.5;-
SIA;192206;-;819.0;-;-;62;69.8;79.2;9.7;0.6;-
SIA;192207;-;820.4;-;-;51;70.3;148.7;10.0;-3.5;-
SIA;192208;-;820.8;-;-;46;74.3;133.9;11.2;0.8;-
SIA;192209;-;816.2;-;-;-;80.1;140.3;5.4;-5.2;-
SIA;192210;-;813.2;-;-;66;83.7;82.3;1.9;-6.0;-
SIA;192211;-;816.2;-;-;42;69.3;24.9;-4.8;-15.0;-
SIA;192212;-;813.1;-;-;58;78.7;148.0;-6.7;-17.0;-
SIA;192301;-;815.3;-;-;57;72.5;12.9;-8.5;-22.5;-
