stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;ure200m0;sre000m0
RAG;200409;-;0;48;963.1;67.7;15.7;6.0;26.8;77.6;-
RAG;200410;-;0;55;956.0;75.0;13.3;3.1;26.2;74.8;-
RAG;200411;-;0;69;962.3;28.3;4.0;-4.6;15.5;80.9;-
RAG;200412;-;2;63;961.2;29.6;-0.2;-10.5;11.9;81.8;-
RAG;200501;-;5;50;965.0;64.4;-0.6;-17.2;12.0;77.1;-
RAG;200502;-;29;62;958.4;63.0;-1.5;-11.2;7.8;80.3;-
RAG;200503;-;8;53;958.4;29.4;5.7;-13.0;20.9;71.7;-
RAG;200504;-;0;61;956.2;54.9;10.6;0.2;26.1;66.6;-
RAG;200505;-;0;58;959.4;69.3;14.7;3.2;31.5;73.1;-
RAG;200506;-;0;47;961.1;64.5;18.7;4.0;32.7;66.7;-
RAG;200507;-;0;60;959.4;72.7;18.6;8.1;35.1;75.1;-
RAG;200508;-;0;61;960.0;151.0;16.8;8.0;27.2;77.3;-
RAG;200509;-;0;49;960.9;17.1;16.7;6.0;28.5;72.6;-
RAG;200510;-;0;30;962.1;26.4;12.1;2.1;24.7;70.0;-
RAG;200511;-;0;62;959.8;9.7;4.3;-6.5;19.8;78.1;-
RAG;200512;-;14;68;959.6;73.7;-1.2;-12.2;11.1;78.1;-
RAG;200601;-;14;51;964.1;33.8;-3.1;-16.4;11.1;78.8;-
RAG;200602;-;2;71;955.9;28.5;0.6;-7.5;11.0;77.2;-
RAG;200603;-;4;67;953.9;76.2;3.4;-10.0;22.0;74.2;-
RAG;200604;-;0;64;956.9;74.6;9.9;-1.2;25.2;73.4;-
RAG;200605;-;0;63;959.4;96.9;14.4;3.3;25.3;71.4;-
RAG;200606;-;0;46;962.4;57.4;18.3;3.8;31.8;69.1;-
RAG;200607;-;0;35;961.7;56.8;23.0;14.0;33.0;66.5;-
RAG;200608;-;0;75;957.0;125.3;15.3;7.8;26.9;80.5;-
RAG;200609;-;0;46;959.2;84.4;18.0;7.5;27.5;72.0;-
RAG;200610;-;0;40;958.8;42.5;14.5;5.0;27.6;70.3;-
RAG;200611;-;0;50;962.6;42.2;8.7;-1.0;22.2;68.5;-
RAG;200612;-;0;49;967.2;59.4;2.6;-6.2;21.2;75.8;-
RAG;200701;-;2;63;963.5;63.2;3.7;-5.3;16.0;79.3;-
RAG;200702;-;0;58;955.3;31.9;5.4;-2.2;14.8;71.8;-
RAG;200703;-;1;54;957.2;49.3;6.7;-2.5;17.1;74.3;-
RAG;200704;-;0;28;960.1;15.1;14.8;2.3;26.9;64.6;-
RAG;200705;-;0;60;954.8;81.8;15.7;6.0;28.5;70.4;-
RAG;200706;-;0;61;956.5;72.5;18.1;9.5;30.3;77.5;-
RAG;200707;-;0;51;958.8;104.5;19.0;9.0;34.8;73.0;-
RAG;200708;-;0;64;958.4;116.3;17.9;9.5;31.5;78.4;-
RAG;200709;-;0;53;962.0;74.4;13.8;5.5;25.5;75.8;-
RAG;200710;-;0;49;963.9;14.8;10.1;-2.0;25.5;77.4;-
RAG;200711;-;2;61;961.2;85.8;3.7;-9.0;17.0;77.7;-
RAG;200712;-;0;66;965.1;65.6;0.1;-9.2;11.0;84.1;-
RAG;200801;-;0;54;962.8;58.0;3.9;-8.0;15.2;69.4;-
RAG;200802;-;0;37;967.8;18.2;4.4;-5.0;22.0;71.1;-
RAG;200803;-;2;72;951.5;110.5;4.7;-8.0;19.0;75.3;-
RAG;200804;-;0;73;953.3;98.0;9.3;-1.0;24.5;73.5;-
RAG;200805;-;0;54;956.2;26.6;17.0;5.0;31.3;61.9;-
RAG;200806;-;0;61;958.7;74.3;18.4;8.5;31.8;75.8;-
RAG;200807;-;0;57;959.3;96.7;18.8;9.2;31.0;74.0;-
RAG;200808;-;0;49;958.5;102.4;18.8;9.0;30.5;76.4;-
RAG;200809;-;0;58;959.7;73.0;13.8;3.0;27.7;76.8;-
RAG;200810;-;0;52;960.6;70.3;11.3;1.0;21.8;77.9;-
RAG;200811;-;4;60;957.3;70.2;6.3;-5.3;21.0;73.7;-
RAG;200812;-;1;62;959.4;85.7;1.3;-8.0;10.8;80.8;-
RAG;200901;-;1;52;956.2;29.3;-1.7;-10.0;11.8;78.0;-
RAG;200902;-;14;69;955.8;68.3;1.6;-12.0;15.0;75.8;-
RAG;200903;-;1;68;957.2;87.6;4.8;-5.0;16.6;74.7;-
RAG;200904;-;0;49;955.5;21.6;12.9;2.5;22.2;64.1;-
RAG;200905;-;0;53;961.1;24.4;16.8;4.0;32.0;65.8;-
RAG;200906;-;0;63;958.5;71.7;17.0;8.0;30.0;73.4;-
RAG;200907;-;0;56;959.7;128.7;19.4;9.0;32.7;72.2;-
RAG;200908;-;0;41;960.9;74.9;20.7;8.7;32.2;71.7;-
RAG;200909;-;0;43;961.7;28.8;16.5;7.5;32.0;76.1;-
RAG;200910;-;0;57;960.2;42.0;10.8;0.0;25.5;74.0;-
RAG;200911;-;0;58;955.0;83.9;8.3;0.0;19.0;72.7;-
RAG;200912;-;1;74;951.4;41.5;1.7;-13.2;16.3;72.1;-
RAG;201001;-;6;60;954.9;26.1;-1.5;-8.0;7.5;76.6;-
RAG;201002;-;5;61;948.0;13.7;1.9;-10.8;15.6;67.3;-
RAG;201003;-;1;62;958.7;52.0;5.4;-10.0;21.0;67.7;-
RAG;201004;-;0;53;959.7;24.9;10.6;-1.5;26.0;67.2;-
RAG;201005;-;0;79;955.7;108.8;12.5;3.0;27.2;77.2;-
RAG;201006;-;0;59;957.4;60.6;17.7;7.0;30.0;70.2;-
RAG;201007;-;0;46;960.4;194.4;20.9;10.0;33.5;70.9;-
RAG;201008;-;0;66;958.9;225.2;17.7;9.0;29.0;79.6;-
RAG;201009;-;0;57;958.7;84.9;14.3;6.0;23.6;75.0;-
RAG;201010;-;0;53;957.1;59.6;10.7;0.5;24.5;71.7;-
RAG;201011;-;0;65;950.4;72.8;6.4;-5.0;21.0;75.5;-
RAG;201012;-;5;71;953.8;48.5;0.7;-8.6;18.3;72.5;-
RAG;201101;-;1;57;960.9;39.2;1.7;-9.0;16.6;74.1;-
RAG;201102;-;1;50;960.2;38.6;2.9;-7.0;14.0;75.5;-
RAG;201103;-;0;45;961.8;24.2;7.8;-2.0;20.2;67.3;-
RAG;201104;-;0;34;959.8;33.7;13.3;0.0;25.0;63.2;-
RAG;201105;-;0;42;960.6;87.9;16.2;4.5;29.0;64.8;-
RAG;201106;-;0;66;959.6;128.0;17.5;9.0;32.5;73.7;-
RAG;201107;-;0;62;956.7;140.8;17.1;9.0;33.8;75.0;-
RAG;201108;-;0;34;959.0;97.2;20.6;9.0;35.0;68.9;-
RAG;201109;-;0;36;961.2;112.7;17.3;5.0;31.0;76.5;-
RAG;201110;-;0;34;963.4;96.4;10.7;-1.5;23.0;74.2;-
RAG;201111;-;0;34;963.1;0.0;6.3;-3.5;23.7;74.0;-
RAG;201112;-;12;70;960.1;202.8;3.1;-5.3;17.0;78.2;-
RAG;201201;-;-;-;964.0;185.0;1.0;-;-;-;-
RAG;201202;-;-;-;966.1;31.0;-3.0;-;-;-;6600
RAG;201203;169;-;-;967.1;31.2;8.7;-1.1;20.9;58.7;13447
RAG;201204;170;-;-;949.0;94.5;10.0;-0.9;27.5;63.5;7163
RAG;201205;238;-;-;958.0;113.5;15.0;2.1;30.6;62.8;12104
RAG;201206;225;-;-;957.8;156.0;18.1;6.4;35.8;72.0;10826
RAG;201207;222;-;-;959.3;101.5;18.6;8.5;32.0;72.9;10500
RAG;201208;225;-;-;960.5;249.3;19.9;9.5;31.8;71.9;14676
RAG;201209;155;-;-;959.3;102.2;15.0;4.1;25.9;76.4;10428
RAG;201210;86;-;-;956.2;127.9;10.9;-0.8;26.1;76.3;6518
RAG;201211;60;-;-;956.3;116.3;6.5;-3.1;19.6;76.0;5194
RAG;201212;42;-;-;957.3;117.3;2.4;-8.1;16.5;74.0;3468
RAG;201301;47;-;-;956.7;55.1;1.3;-12.5;11.5;76.2;3744
RAG;201302;90;-;-;955.4;26.4;-0.7;-8.9;7.7;73.3;5055
RAG;201303;120;-;-;949.0;14.0;4.7;-4.7;18.1;65.6;5824
RAG;201304;179;-;-;956.5;71.8;10.1;-1.6;25.3;66.0;8592
RAG;201305;187;-;-;954.2;148.0;12.0;3.6;26.3;72.3;6389
RAG;201306;230;-;-;960.3;150.2;16.6;5.9;35.8;69.6;10597
RAG;201307;270;-;-;961.6;77.9;20.8;11.1;35.6;67.0;16948
RAG;201308;218;-;-;960.8;88.7;19.1;10.2;32.5;71.1;13463
RAG;201309;146;-;-;959.4;115.2;15.0;7.3;28.0;75.8;8515
RAG;201310;97;-;-;960.1;108.2;12.5;0.0;23.8;75.9;6949
RAG;201311;51;-;-;957.9;89.4;4.3;-6.5;19.3;79.4;4359
RAG;201312;48;-;-;965.1;44.3;2.8;-7.2;15.3;69.9;7236
RAG;201401;49;-;-;953.2;51.4;4.4;-3.0;15.8;71.3;4582
RAG;201402;93;-;-;953.0;44.7;5.7;-1.8;14.7;64.8;6906
RAG;201403;161;-;-;958.7;53.9;8.1;-1.6;21.9;61.5;11768
RAG;201404;197;-;-;956.4;56.4;11.6;0.6;22.9;63.4;9590
RAG;201405;217;-;-;958.4;89.2;13.2;4.8;28.3;68.2;10122
RAG;201406;258;-;-;959.2;111.0;18.0;7.4;31.2;65.5;13445
RAG;201407;197;-;-;957.5;157.5;18.2;9.8;34.9;76.2;9136
RAG;201408;180;-;-;958.1;123.2;16.7;8.2;30.6;76.9;7914
RAG;201409;150;-;-;960.5;73.1;15.5;6.2;26.3;76.6;8359
RAG;201410;100;-;-;960.7;118.3;12.9;1.7;25.9;75.0;8237
RAG;201411;62;-;-;954.5;93.0;8.8;0.0;19.7;75.5;5669
RAG;201412;30;-;-;962.2;53.9;3.5;-10.0;14.7;78.7;2312
RAG;201501;51;-;-;960.3;83.3;2.3;-8.8;15.1;73.9;4912
RAG;201502;78;-;-;957.9;16.3;0.0;-8.6;12.0;74.9;5102
RAG;201503;137;-;-;961.4;100.3;6.9;-2.3;19.0;65.2;9117
RAG;201504;204;-;-;962.0;69.0;10.6;-2.6;23.4;58.9;12289
RAG;201505;194;-;-;959.2;177.5;14.2;4.3;28.2;72.4;8567
RAG;201506;240;-;-;961.3;134.6;18.3;8.8;30.4;69.8;11913
RAG;201507;257;-;-;959.6;59.5;22.2;9.4;36.2;63.0;14958
RAG;201508;220;-;-;959.2;79.9;20.8;11.5;34.0;67.6;14172
RAG;201509;141;-;-;960.1;133.9;13.7;3.0;28.7;74.6;8101
RAG;201510;103;-;-;959.8;88.7;10.0;-0.1;24.0;78.6;8038
RAG;201511;68;-;-;963.9;51.2;7.1;-3.9;23.1;73.1;7354
RAG;201512;54;-;-;971.1;17.3;4.2;-3.7;16.5;72.2;8292
RAG;201601;46;-;-;957.8;106.3;2.5;-10.7;14.6;77.6;3623
RAG;201602;73;-;-;955.2;64.1;4.7;-1.6;14.9;72.7;4561
RAG;201603;145;-;-;955.6;48.0;5.9;-2.1;21.5;65.1;8333
RAG;201604;178;-;-;955.0;118.5;10.5;-0.9;24.0;64.7;7972
RAG;201605;202;-;-;956.2;163.1;13.7;3.5;27.1;66.6;9646
RAG;201606;226;-;-;958.0;212.0;16.9;6.9;30.9;77.8;9139
RAG;201607;237;-;-;961.4;130.4;19.4;7.7;31.4;74.2;13223
RAG;201608;213;-;-;962.9;134.1;19.0;9.2;30.8;74.5;12833
RAG;201609;171;-;-;961.8;80.6;16.9;8.4;27.4;75.0;11746
RAG;201610;90;-;-;962.3;29.0;9.9;0.3;22.9;76.7;5589
RAG;201611;50;-;-;958.3;66.6;6.7;-3.5;18.8;72.1;3451
RAG;201612;55;-;-;971.5;5.0;1.0;-7.4;11.7;75.0;8318
RAG;201701;54;-;-;963.9;76.6;-3.4;-16.7;11.0;78.8;5124
RAG;201702;87;-;-;959.8;43.4;5.2;-2.6;18.2;69.3;6169
RAG;201703;145;-;-;959.9;129.7;9.1;-0.4;22.8;66.0;9830
RAG;201704;194;-;-;961.0;101.6;9.3;-2.3;22.8;66.2;10729
RAG;201705;249;-;-;959.4;62.4;15.6;4.0;30.5;63.0;13555
RAG;201706;253;-;-;958.6;127.6;20.5;7.8;33.4;65.2;13160
RAG;201707;218;-;-;959.7;106.1;19.4;11.5;33.0;71.7;10496
RAG;201708;201;-;-;961.0;156.8;19.9;10.1;35.4;71.1;11995
RAG;201709;135;-;-;959.6;151.2;12.9;5.4;23.6;78.2;7307
RAG;201710;108;-;-;964.7;70.2;11.3;0.2;22.1;73.0;9259
RAG;201711;52;-;-;959.7;73.0;5.0;-3.1;18.5;75.3;3755
RAG;201712;42;-;-;959.8;109.9;1.3;-5.7;13.8;77.2;4892
RAG;201801;50;-;-;958.5;163.5;4.7;-3.5;15.3;73.2;4869
RAG;201802;73;-;-;955.8;24.4;-0.3;-10.9;10.0;72.0;3890
RAG;201803;115;-;-;947.0;73.0;5.4;-5.8;17.5;67.3;4847
RAG;201804;227;-;-;956.2;18.1;14.7;2.7;27.3;50.2;13416
RAG;201805;226;-;-;957.0;102.0;16.2;8.0;28.3;68.3;10753
RAG;201806;274;-;-;958.9;39.4;19.0;8.3;29.5;65.4;14399
RAG;201807;261;-;-;958.8;80.1;21.3;10.4;33.2;61.8;15381
RAG;201808;211;-;-;960.5;99.3;20.8;10.0;33.0;66.5;12356
RAG;201809;181;-;-;963.6;65.7;16.9;3.7;27.8;70.3;12908
RAG;201810;110;-;-;960.0;89.4;12.8;0.4;26.1;66.8;10096
RAG;201811;65;-;-;958.6;6.6;7.6;-3.3;21.6;73.4;6675
RAG;201812;36;-;-;963.9;179.3;3.4;-5.8;12.2;77.4;3885
