stn;time;gre000m0;hto000m0;nto000m0;prestam0;tre200m0;tre200mn;ure200m0;rre150m0;sre000m0;tre200mx
CDF;193002;-;-;67;898.5;-2.3;-12.5;75.9;58.0;4956;-
CDF;193003;-;-;67;898.4;2.8;-9.0;75.1;94.5;6348;-
CDF;193004;-;-;62;893.9;5.4;-3.0;76.2;113.6;6132;-
CDF;193005;-;-;72;901.7;7.9;-1.5;78.0;243.8;5442;-
CDF;193006;-;-;48;904.1;15.3;6.0;73.5;170.4;10128;-
CDF;193007;-;-;61;902.6;13.1;3.5;75.5;284.6;8370;-
CDF;193008;-;-;55;906.4;14.2;3.0;74.5;125.4;11592;-
CDF;193009;-;-;64;904.5;12.0;2.5;78.0;125.6;7566;-
CDF;193010;-;-;63;902.8;6.9;-3.0;80.8;223.4;6552;-
CDF;193011;-;-;70;902.8;4.6;-5.5;77.3;209.4;4410;-
CDF;193012;-;-;61;899.8;-0.8;-13.0;82.6;115.1;4338;-
CDF;193101;-;26;73;898.9;-2.8;-16.5;82.6;214.4;3168;-
CDF;193102;-;80;67;897.3;-4.5;-20.5;86.2;124.0;3234;-
CDF;193103;-;32;47;896.6;0.0;-16.0;76.2;138.8;8802;-
CDF;193104;-;0;61;898.5;4.0;-7.0;76.6;115.0;7794;-
CDF;193105;-;0;55;900.9;12.0;-0.5;72.6;94.1;9624;-
CDF;193106;-;0;43;906.9;15.1;1.5;75.9;101.6;13566;-
CDF;193107;-;0;60;903.9;14.0;1.5;76.1;219.8;10458;-
CDF;193108;-;0;65;902.7;12.8;3.5;79.9;245.3;8466;-
CDF;193109;-;0;65;905.3;6.7;-5.0;86.4;120.1;7308;-
CDF;193110;-;0;47;905.8;6.0;-7.5;81.8;109.1;10062;-
CDF;193111;-;0;62;901.1;4.1;-3.0;85.6;46.3;4782;-
CDF;193112;-;2;54;907.7;-3.2;-15.0;90.0;74.8;5874;-
CDF;193201;-;3;47;911.4;-0.2;-18.5;84.7;92.9;7728;-
CDF;193202;-;1;34;904.7;-5.1;-18.5;80.9;1.4;10152;-
CDF;193203;-;18;53;898.7;-0.4;-17.0;79.1;110.6;7386;-
CDF;193204;-;6;61;897.3;3.2;-5.0;81.2;104.4;8051;-
CDF;193205;-;0;69;900.8;8.4;-1.0;84.4;185.7;7272;-
CDF;193206;-;0;66;904.0;11.7;1.0;83.1;152.8;9318;-
CDF;193207;-;0;73;903.0;13.8;4.5;86.5;168.4;6642;-
CDF;193208;-;0;38;908.8;17.0;5.5;79.1;45.5;14850;-
CDF;193209;-;0;59;904.8;14.0;5.5;87.2;115.7;8364;-
CDF;193210;-;0;79;899.3;6.3;-3.0;90.1;222.0;4470;-
CDF;193211;-;2;49;904.8;2.9;-5.0;93.2;77.4;7152;-
CDF;193212;-;1;59;906.2;0.5;-9.5;91.1;23.4;4674;-
CDF;193301;-;3;68;903.4;-4.1;-16.5;87.9;39.0;4344;-
CDF;193302;-;6;68;900.2;-1.8;-18.0;85.7;98.3;4392;-
CDF;193303;-;0;46;902.8;2.7;-8.0;80.5;90.0;10080;-
CDF;193304;-;0;47;903.9;5.8;-7.0;77.5;52.1;10938;-
CDF;193305;-;0;69;902.0;8.3;-1.5;85.4;194.2;7878;-
CDF;193306;-;0;64;899.8;10.3;1.5;84.6;198.7;9210;-
CDF;193307;-;0;47;908.6;15.9;3.0;82.6;62.6;14646;-
CDF;193308;-;0;34;907.5;16.1;4.0;78.3;73.8;16602;-
CDF;193309;-;0;50;905.0;12.6;0.5;86.2;122.7;9558;-
CDF;193310;-;0;63;901.7;7.9;-3.5;85.3;166.3;7296;-
CDF;193311;-;4;84;895.9;0.4;-9.5;96.0;105.5;2430;-
CDF;193312;-;19;49;898.0;-5.6;-18.5;94.8;23.4;6210;-
CDF;193401;-;25;66;906.9;-3.1;-14.0;95.7;140.0;4128;-
CDF;193402;-;34;33;908.3;-2.3;-14.5;82.0;27.7;10242;-
CDF;193403;-;8;67;893.7;0.8;-13.5;90.7;131.5;5430;-
CDF;193404;-;0;52;897.1;7.5;-2.0;77.8;40.2;9678;-
CDF;193405;-;0;43;904.9;11.1;1.0;79.6;43.7;14436;-
CDF;193406;-;0;53;904.4;13.6;2.0;76.8;142.7;12258;-
CDF;193407;-;0;40;905.5;16.1;5.0;79.3;133.7;16428;-
CDF;193408;-;0;61;903.5;13.0;5.0;87.5;162.1;9426;-
CDF;193409;-;0;47;907.5;12.9;2.0;87.5;42.2;10104;-
CDF;193410;-;0;55;905.8;6.5;-3.0;90.5;146.3;8460;-
CDF;193411;-;0;47;901.1;1.3;-10.0;86.9;47.2;8028;-
CDF;193412;-;0;78;897.6;3.5;-5.0;90.4;124.7;2790;-
CDF;193501;-;31;76;903.2;-4.9;-15.5;97.4;102.5;3150;-
CDF;193502;-;37;74;897.1;-1.5;-18.5;92.3;177.9;4020;-
CDF;193503;-;33;50;904.7;0.3;-15.5;81.5;64.0;9366;-
CDF;193504;-;4;84;898.4;4.2;-5.5;87.0;221.3;4770;-
CDF;193505;-;0;55;900.7;8.6;-4.0;76.2;89.9;9822;-
CDF;193506;-;0;49;906.0;15.0;4.2;73.3;91.3;14292;-
CDF;193507;-;0;41;907.7;16.4;3.6;70.9;90.2;16103;-
CDF;193508;-;0;51;904.4;14.1;3.7;80.8;180.4;11160;-
CDF;193509;-;0;48;905.8;12.3;0.5;81.0;159.5;11784;-
CDF;193510;-;0;84;901.2;6.2;-4.5;92.4;217.4;2736;-
CDF;193511;-;0;61;898.6;3.3;-6.5;89.3;125.6;5274;-
CDF;193512;-;39;81;891.8;-1.9;-18.1;94.2;320.2;1062;-
CDF;193601;-;9;80;894.7;2.4;-9.9;91.0;242.4;2376;-
CDF;193602;-;5;65;893.0;-0.6;-12.5;88.0;101.2;5400;-
CDF;193603;-;0;53;897.6;3.5;-8.5;76.4;37.3;8658;-
CDF;193604;-;5;72;896.9;4.4;-7.5;86.9;163.7;5532;-
CDF;193605;-;0;57;899.2;10.4;0.7;82.1;115.7;9270;-
CDF;193606;-;0;69;904.4;12.7;0.0;89.7;179.2;6642;-
CDF;193607;-;0;70;904.5;13.9;4.8;88.2;269.3;8766;-
CDF;193608;-;0;43;907.9;14.4;5.4;88.9;92.7;12456;-
CDF;193609;-;0;65;905.6;11.3;-1.3;93.2;199.8;7584;-
CDF;193610;-;1;67;903.9;3.3;-4.3;96.0;125.3;6630;-
CDF;193611;-;0;67;901.2;2.1;-6.0;88.7;147.7;4806;-
CDF;193612;-;4;53;907.6;-0.3;-11.6;86.7;151.8;5532;-
CDF;193701;-;0;61;900.8;1.3;-7.0;78.6;134.8;5022;-
CDF;193702;-;8;80;895.8;1.2;-7.9;84.2;321.3;2022;-
CDF;193703;-;16;70;891.6;0.6;-10.2;79.1;219.2;4824;-
CDF;193704;-;3;68;898.4;5.2;-6.0;78.4;173.9;7092;-
CDF;193705;-;0;51;904.3;11.7;0.1;72.6;153.4;10392;-
CDF;193706;-;0;66;905.3;13.7;2.7;74.7;203.1;10500;-
CDF;193707;-;0;49;905.7;15.7;5.5;73.4;37.6;12576;-
CDF;193708;-;0;50;905.3;14.7;6.4;76.7;142.1;10596;-
CDF;193709;-;0;59;903.0;10.8;3.0;82.2;180.5;8070;-
CDF;193710;-;0;53;902.3;7.6;-1.9;77.0;57.2;7134;-
CDF;193711;-;0;51;900.8;1.9;-9.0;79.1;89.4;6660;-
CDF;193712;-;13;72;896.4;-2.3;-12.6;82.0;78.5;3834;-
CDF;193801;-;19;72;901.8;-1.0;-15.0;82.2;223.2;2748;-
CDF;193802;-;42;49;906.6;-2.7;-16.7;77.8;142.7;6780;-
CDF;193803;-;13;27;911.0;3.4;-4.5;72.7;48.8;13080;-
CDF;193804;-;0;36;904.2;2.2;-7.5;71.2;21.1;12912;-
CDF;193805;-;0;58;900.8;8.3;-3.5;74.0;126.1;9282;-
CDF;193806;-;0;50;907.1;14.5;3.0;71.8;177.4;14046;-
CDF;193807;-;0;55;905.7;14.4;5.5;74.3;199.3;11988;-
CDF;193808;-;0;57;903.5;14.2;4.0;77.3;152.7;9672;-
CDF;193809;-;0;59;905.2;11.8;2.5;80.0;91.1;8208;-
CDF;193810;-;0;44;903.6;6.9;-5.0;79.2;69.1;9378;-
CDF;193811;-;0;53;904.3;5.1;-5.0;80.4;55.4;6732;-
CDF;193812;-;9;74;896.8;-2.4;-16.6;81.6;152.9;3216;-
CDF;193901;-;40;67;895.7;-0.1;-14.0;81.3;183.8;3924;-
CDF;193902;-;16;52;906.0;-1.4;-13.3;77.7;46.3;7434;-
CDF;193903;-;39;74;898.8;-1.5;-10.4;81.0;288.7;5148;-
CDF;193904;-;4;68;900.4;6.2;0.0;81.2;167.7;6468;-
CDF;193905;-;0;83;899.2;6.9;0.5;84.6;203.0;5436;-
CDF;193906;-;0;55;903.2;13.5;1.8;86.4;158.0;9804;-
CDF;193907;-;0;56;905.2;13.6;3.5;81.2;207.5;11958;-
CDF;193908;-;0;56;904.9;14.6;6.0;78.0;135.4;10122;-
CDF;193909;-;0;56;903.7;10.7;-0.5;79.8;119.5;8340;-
CDF;193910;-;4;88;898.0;5.8;-6.1;81.8;354.6;2154;-
CDF;193911;-;1;72;903.7;4.7;-8.5;75.6;211.5;3360;-
CDF;193912;-;2;58;899.3;-1.9;-18.5;79.0;65.1;4278;-
CDF;194001;-;0;48;897.5;-5.3;-24.5;81.3;71.0;6900;-
CDF;194002;-;7;62;898.4;0.1;-20.8;78.2;115.0;4746;-
CDF;194003;-;3;59;900.6;2.0;-13.8;75.6;132.6;7698;-
CDF;194004;-;0;66;900.0;5.4;-5.0;74.4;150.7;7476;-
CDF;194005;-;0;56;900.7;9.9;0.4;69.8;87.4;10128;-
CDF;194006;-;0;57;903.3;13.2;3.4;68.6;108.3;10416;-
CDF;194007;-;0;63;904.6;13.5;4.5;70.4;195.1;10374;-
CDF;194008;-;0;41;908.0;12.9;2.0;73.1;110.1;13458;-
CDF;194009;-;0;60;905.2;11.1;0.1;78.5;274.8;8514;-
CDF;194010;-;0;58;899.4;6.4;-6.8;79.5;74.8;5754;-
